Committee,Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Target Audience,Rainplan Location,,,,,
STP,First-Year Orientation Check-In,9/1/2019,11:00 AM,9/1/2019,12:00 PM,FALSE,"Ready to start Orientation week? Attending First-year Orientation Check-In is necessary for all students participating in Waterloo Orientation. You will receive your wristband that will enable access to Orientation events throughout the week as well as your Orientation kit, shirt and official schedule.  Bring your WatCard and have your QR code from the Portal app ready to go!

Event information:
Energy/Activity Level: HIGH
Noise Level: HIGH
Low Lighting: No
Closest Inclusive & Barrier Free Washroom: Student Life Centre (SLC)
This event will include food: NO
This event will occur outside (weather permitting): No
",Meet your don on your floor,STP,None,,,,,
STP,Outdoor Programming,9/1/2019,1:30 PM,9/1/2019,4:30 PM,FALSE,"Come compete in our annual floor competitions! 

Event Information:
Energy/Activity Level: HIGH
Noise Level: MODERATE
Lighting: average                                                                                                                       
Closest Inclusive and barrier free washroom: inside the college across from Alumni Hall or room 118.                                                                                                                                        This event will include food: NO                                                                                                 
This event will occir outside: partially, some challenges are inside, some are outside",STP Green,STP,Alumni Hall,,,,,
STP,Photo Scavenger Hunt,9/1/2019,6:00 PM,9/1/2019,8:30 PM,FALSE,"Which floor knows campus the best? You and your floor will compete against the rest of the college to see who can gain the most points in our photo scavenger hunt. 

Event Information:
Energy/Activity Level: HIGH
Noise Level: MODERATE
Lighting: average                                                                                                                       
Closest barrier free washroom: across from alumni hall                                                               
Will this event include food: NO                                                                                                 
Will this event be outside: YES                                                                                               ",Alumni Hall  ,STP,Alumni Hall,,,,,
STP,Concert,9/1/2019,9:30 PM,9/1/2019,11:30 PM,FALSE,"Come join us in Alumni Hall for an accoustic concert by Jason Mercer, a local musician. Come with your blankets and song requests!

Event Information:
Energy/Activity Level: LOW
Noise Level: MODERATE
Lighting: Dark                                                                                                                          
Closest inclusive and barrier free washroom: across from Alumni Hall                                           
Will this event have food: NO                                                                                                     
Will this event be outside: NO",Alumni Hall,STP,Alumni Hall,,,,,
STP,Block Party,9/2/2019,10:00 PM,9/2/2019,12:00 AM,FALSE,"The four colleges present the college block party. Grab a wristband from your don and join us for a dance in the SJU parking lot featuring a DJ and snacks. Please bring an empty waterbottle to use at our fill station. All college residents must present the wristband they get from their don to enter the dance. 

Event Information:
Energy/Activity Level: HIGH
Noise Level: HIGH
Lighting: dark with streetlights                                                                                                   
Will this event have food: YES - popcorn, chips, cotton candy, water                                            
Will this event be outside: YES                                         ",SJU Parking Lot,STP,SJU Atrium,,,,,
STP,Community Dinner,9/3/2019,5:00 PM,9/2/2019,6:30 PM,FALSE,"Join us for our first themed community dinner of the term. Tonights theme is Toga. If you are unsure of how to wrap a toga you can ask your don!

Event Information:
Energy/Activity Level:MODERATE
Noise Level:MODERATE
Lighting: acerage
Closest Inclusive & Barrier Free Washroom:across from room 118.
This event will include food:YES - located inside watsons eatery
This event will occur outside (weather permitting): NO",Watsons Eatery,STP,Watsons Eatery,,,,,
Arts,GBDA Orientation @ the Stratford School ,9/3/2019,8:30 AM,9/3/2019,12:00 PM,FALSE,"It’s time for GBDA Orientation, visit the Stratford School, get familiar with our library of tech equipment, meet other GBDA students and your profs in smaller groups, and get a taste of Stratford with samples from local student hotspots.
Transportation is provided. Meet at 8:30 AM at the Hagey Hall bus layover on Ring Road to catch the bus!

Event Information:
Energy/Activity Level:Low
Noise Level: Moderate
Lighting: Some low lighting
Closest Inclusive & Barrier Free Washroom: Our second and third floor washrooms are barrier free. Closest inclusive bathroom is located at the YMCA next door.  
This event will include food:Yes (not a full meal)
This event will occur outside (weather permitting): No",BUS DEPARTURE: 8:30 AM at Hagey Hall bus layover on Ring Road | Stratford School of Interaction Design and Business ,GBDA,,,,,,
Engineering,Monday HQ Lunch,9/2/2019,12:30 PM,9/2/2019, 1:30 PM,,"To welcome first-year students to Waterloo Engineering, there will a BBQ for their lunch before heading off to enjoy the fun events planned for the afternoon. 

Event information:
Energy/Activity Level: LOW
Noise Level: MODERATE
Low Lighting: No
Closest Inclusive & Barrier Free Washroom: Davis Centre (DC)
This event will include food: YES
This event will occur outside (weather permitting): Yes, some
",CPH Foyer,ENG,HQ Locations; food is cooked under the CPH and DWE Bridge,,,,,
Software,Monday HQ Lunch,9/2/2019,12:30 PM,9/2/2019, 1:30 PM,,"To welcome first-year students to Waterloo Engineering, there will a BBQ for their lunch before heading off to enjoy the fun events planned for the afternoon. 

Event information:
Energy/Activity Level: LOW
Noise Level: MODERATE
Low Lighting: No
Closest Inclusive & Barrier Free Washroom: Davis Centre (DC)
This event will include food: YES
This event will occur outside (weather permitting): Yes, some
",CPH Foyer,ENG,HQ Locations; food is cooked under the CPH and DWE Bridge,,,,,
Engineering,Engineering Traditions,9/2/2019, 1:30 PM,9/2/2019, 5:00 PM,,"Welcome to Engineering Orientation! Meet your peers, leaders, and the faculty through various events. Interact with your colour group peers and leaders during HQ Time. Meet other upper-year leaders in your program at Department Hangouts. Learn about the Engineering Society (EngSoc) and associated faculty traditions at Meet the Tool. Meet Dean Sullivan and learn more about the faculty at Meet the Dean.

Event information:
Energy/Activity Level: MODERATE
Noise Level: MODERATE
Low Lighting: Yes, some
Closest Inclusive & Barrier Free Washroom: Davis Centre (DC)
This event will include food: NO
This event will occur outside (weather permitting): Yes, some
",CPH Courtyard,ENG,CPH Courtyard,,,,,
Software,Engineering Traditions,9/2/2019, 1:30 PM,9/2/2019, 5:00 PM,,"Welcome to Engineering Orientation! Meet your peers, leaders, and the faculty through various events. Interact with your colour group peers and leaders during HQ Time. Meet other upper-year leaders in your program at Department Hangouts. Learn about the Engineering Society (EngSoc) and associated faculty traditions at Meet the Tool. Meet Dean Sullivan and learn more about the faculty at Meet the Dean.

Event information:
Energy/Activity Level: MODERATE
Noise Level: MODERATE
Low Lighting: Yes, some
Closest Inclusive & Barrier Free Washroom: Davis Centre (DC)
This event will include food: NO
This event will occur outside (weather permitting): Yes, some
",CPH Courtyard,ENG,CPH Courtyard,,,,,
Engineering,Earn Your Hard Hat,9/3/2019, 8:30 AM,9/3/2019,12:00 PM,,"Earn Your Hard Hat (EYHH) is where you… earn your hard hat! Prepare to get muddy and smarter as you make it through the rotations with your colour group. You’ll also search through engineering buildings for challenges that test your wit, your smarts and your teamwork! When you and your colour group have proven yourselves worthy, you will be crowned with your yellow hard hat, which you will wear for the rest of Orientation Week. It will keep you safe, and is your first token of your Waterloo Engineering student identity. 

Event information:
Energy/Activity Level: HIGH
Noise Level: MODERATE
Low Lighting: No
Closest Inclusive & Barrier Free Washroom: Davis Centre (DC)
This event will include food: NO
This event will occur outside (weather permitting): Yes, some
",CPH Courtyard,ENG,CPH Courtyard,,,,,
Software,Earn Your Hard Hat,9/3/2019, 8:30 AM,9/3/2019,12:00 PM,,"Earn Your Hard Hat (EYHH) is where you… earn your hard hat! Prepare to get muddy and smarter as you make it through the rotations with your colour group. You’ll also search through engineering buildings for challenges that test your wit, your smarts and your teamwork! When you and your colour group have proven yourselves worthy, you will be crowned with your yellow hard hat, which you will wear for the rest of Orientation Week. It will keep you safe, and is your first token of your Waterloo Engineering student identity. 

Event information:
Energy/Activity Level: HIGH
Noise Level: MODERATE
Low Lighting: No
Closest Inclusive & Barrier Free Washroom: Davis Centre (DC)
This event will include food: NO
This event will occur outside (weather permitting): Yes, some
",CPH Courtyard,ENG,CPH Courtyard,,,,,
Engineering,Aerial Photo,9/3/2019, 1:00 PM,9/3/2019, 1:45 PM,,"Come take an awesome overhead photo with the Waterloo Engineering Class of 2024. This photo will commemorate the students and theme of Orientation 2019. You need your hard hat and Orientation shirt!

Event information:
Energy/Activity Level: MODERATE
Noise Level: MODERATE
Low Lighting: No
Closest Inclusive & Barrier Free Washroom: Student Life Centre (SLC)
This event will include food: NO
This event will occur outside (weather permitting): Yes, all
",V1 Green,NO ARCH ENG,"V1 Green (on Friday, September 6 at 5pm)",,,,,
Software,Aerial Photo,9/3/2019, 1:00 PM,9/3/2019, 1:45 PM,,"Come take an awesome overhead photo with the Waterloo Engineering Class of 2024. This photo will commemorate the students and theme of Orientation 2019. You need your hard hat and Orientation shirt!

Event information:
Energy/Activity Level: MODERATE
Noise Level: MODERATE
Low Lighting: No
Closest Inclusive & Barrier Free Washroom: Student Life Centre (SLC)
This event will include food: NO
This event will occur outside (weather permitting): Yes, all
",V1 Green,NO ARCH ENG,"V1 Green (on Friday, September 6 at 5pm)",,,,,
Engineering,Junk Yard Wars,9/3/2019, 2:00 PM,9/3/2019, 5:00 PM,,"Now that you've learned the necessary skills to start your engineering journey and earned your hard hat, it's time to put your new found skills to the test! Turn regular, boring, old junk into amazing contraptions - think catapults, bridges and much more. One person's trash is another person's treasure! While working together,you will develop long-term friendships, communication, and organization skills in order to accomplish your goal. You will  need your hard hat and closed-toed shoes for this event.

Event information:
Energy/Activity Level: MODERATE
Noise Level: HIGH
Low Lighting: No
Closest Inclusive & Barrier Free Washroom: Student Life Centre (SLC)
This event will include food: NO
This event will occur outside (weather permitting): Yes, all
",V1 Green,NO ARCH ENG,HQs,,,,,
Engineering,Department Lunches,9/3/2019,12:00 PM,9/3/2019,1:00 PM,,"Have lunch with your deparment! You'll have a chance to meet other first-year students, staff and faculty from our program, while enjoying a bite to eat.",CPH Courtyard,ENG,CPH Courtyard,,,,,
Software,Department Lunches,9/3/2019,12:00 PM,9/3/2019,1:00 PM,,"Have lunch with your deparment! You'll have a chance to meet other first-year students, staff and faculty from our program, while enjoying a bite to eat.",CPH Courtyard,ENG,CPH Courtyard,,,,,
Engineering,Student Team Showcase,9/4/2019, 4:00 PM,9/4/2019,6:00 PM,,"Come check out the student design teams and engineering student groups on campus! There are so many opportunities to get involved in engineering and solve problems in the real world. Teams will be set-up to showcase what they do and what they have to offer to students.

Event information:
Energy/Activity Level: LOW
Noise Level: MODERATE
Low Lighting: No
Closest Inclusive & Barrier Free Washroom: Davis Centre (DC)
This event will include food: NO
This event will occur outside (weather permitting): No
",E5 Sedra Student Design Centre,ENG,E5 Sedra Student Design Centre,,,,,
Software,Student Team Showcase,9/4/2019, 4:00 PM,9/4/2019,6:00 PM,,"Come check out the student design teams and engineering student groups on campus! There are so many opportunities to get involved in engineering and solve problems in the real world. Teams will be set-up to showcase what they do and what they have to offer to students.

Event information:
Energy/Activity Level: LOW
Noise Level: MODERATE
Low Lighting: No
Closest Inclusive & Barrier Free Washroom: Davis Centre (DC)
This event will include food: NO
This event will occur outside (weather permitting): No
",E5 Sedra Student Design Centre,ENG,E5 Sedra Student Design Centre,,,,,
Engineering,Engineering Concert,9/6/2019,11:00 PM,9/6/2019,11:59 PM,,"Come and celebrate with us, jamming along with the members of Smash Band, an awesome band comprised of Engineering Leaders. Winners of First-Year Awards will be announced and a special guest will be appearing. 

Event information:
Energy/Activity Level: HIGH
Noise Level: HIGH
Low Lighting: Yes, all
Closest Inclusive & Barrier Free Washroom: Davis Centre (DC)
This event will include food: NO
This event will occur outside (weather permitting): Yes, all
",CPH Courtyard,ENG,E7 2nd Floor Atrium,,,,,
Software,Engineering Concert,9/6/2019,11:00 PM,9/6/2019,11:59 PM,,"Come and celebrate with us, jamming along with the members of Smash Band, an awesome band comprised of Engineering Leaders. Winners of First-Year Awards will be announced and a special guest will be appearing. 

Event information:
Energy/Activity Level: HIGH
Noise Level: HIGH
Low Lighting: Yes, all
Closest Inclusive & Barrier Free Washroom: Davis Centre (DC)
This event will include food: NO
This event will occur outside (weather permitting): Yes, all
",CPH Courtyard,ENG,E7 2nd Floor Atrium,,,,,
Engineering,Engineering Scavenger Hunt,9/6/2019, 7:00 PM,9/6/2019,11:00 PM,,"Collect engineering and program-related items to earn points for your team! Participate in lots of mini-games or hunt for creative objects on the scavenger hunt list. There’s lots to do no matter what your tastes!

Event information:
Energy/Activity Level: MODERATE
Noise Level: MODERATE
Low Lighting: Yes, some
Closest Inclusive & Barrier Free Washroom: Davis Centre (DC)
This event will include food: YES
This event will occur outside (weather permitting): Yes, some
",CPH Courtyard,ENG,CPH Courtyard,,,,,
Software,Engineering Scavenger Hunt,9/6/2019, 7:00 PM,9/6/2019,11:00 PM,,"Collect engineering and program-related items to earn points for your team! Participate in lots of mini-games or hunt for creative objects on the scavenger hunt list. There’s lots to do no matter what your tastes!

Event information:
Energy/Activity Level: MODERATE
Noise Level: MODERATE
Low Lighting: Yes, some
Closest Inclusive & Barrier Free Washroom: Davis Centre (DC)
This event will include food: YES
This event will occur outside (weather permitting): Yes, some
",CPH Courtyard,ENG,CPH Courtyard,,,,,
Architecture,Games In The Park,9/1/2019,10:00 AM,9/1/2019,12:00 PM,,"Games in the Park is the kick-off event for Architecture Orientation. You'll participate in ice breakers and friendly, fun competitions. The event is held outside and includes lunch.

Event information:
Energy/Activity Level: MODERATE
Noise Level: MODERATE
Low Lighting: No
Closest Inclusive & Barrier Free Washroom: Student Life Centre (SLC)
This event will include food: YES
This event will occur outside (weather permitting): Yes, all
","Dickson Park, Cambridge ",ARCH,"Atrium, UWSA",,,,,
Architecture,First-Year Orientation Check-In,9/1/2019, 9:00 AM,9/1/2019,10:00 AM,,"Welcome to Waterloo Architecture! This is where you will receive your orientation kit and swag. A brief overview of Orientation Week and expectations will be shared as well.

Event information:
Energy/Activity Level: LOW
Noise Level: LOW
Low Lighting: No
Closest Inclusive & Barrier Free Washroom: Student Life Centre (SLC)
This event will include food: NO
This event will occur outside (weather permitting): Yes, some
","Atrium, UWSA",ARCH,"Atrium, UWSA",,,,,
Architecture,Cardboard Cart Races,9/1/2019, 7:00 PM,9/1/2019,10:00 PM,,"Cardboard Cart Races is an activity that is aimed at introducing you to studio culture and, particularly, project critiques at the School of Architecture. In small groups, you will be tasked with designing and building a cart out of cardboard. Each group will be given the opportunity to present their ideas and leaders will provide feedback. The activity is meant to be a fun, engaging, and a hands-on way to show your creative side.

Event information:
Energy/Activity Level: MODERATE
Noise Level: MODERATE
Low Lighting: No
Closest Inclusive & Barrier Free Washroom: Student Life Centre (SLC)
This event will include food: NO
This event will occur outside (weather permitting): NO","Loft, UWSA",ARCH,"Loft, UWSA",,,,,
Architecture,Capture the Flag + Colour Challenge  ,9/1/2019, 1:00 PM,9/1/2019, 2:30 PM,,"Capture the Flag strives to create a positive team-building spirit that encourages you to work together to accomplish tasks. The event ends with the much anticipated Colour Challange

Event information:
Energy/Activity Level: MODERATE
Noise Level: MODERATE
Low Lighting: No
Closest Inclusive & Barrier Free Washroom: Student Life Centre (SLC)
This event will include food: NO
This event will occur outside (weather permitting): Yes, all
",Dickson Park,ARCH,"Loft, UWSA",,,,,
Architecture,Main Campus Monday,9/2/2019,12:30 PM,9/2/2019,9:00 PM,,"Get to know what main campus has to offer. You will have a chance to stop by the campus store, take a tour of key services, attend an information session, pick up your WatCard and watch Single and Sexy. Dinner will be provided, along with transportation. ",Student Life Centre,ARCH,Student Life Centre,,,,,
Architecture,Academic Rotations & Studio Set-Up,9/3/2019, 9:00 AM,9/3/2019, 2:00 PM,,"This event is meant to introduce you to your professors and academic expectations at the University of Waterloo. Once your professors’ presentations conclude, you will be shown to your new studio desk to get settled. After a lunch hosted by UWSA and the Mayor of Cambridge, you will be given an in-depth tour of the library, the workshop, and the photo studio. You will learn how to access your school accounts, the printers, and resources that are available to you throughout the school.

Event information:
Energy/Activity Level: LOW
Noise Level: LOW
Low Lighting: No
Closest Inclusive & Barrier Free Washroom: Student Life Centre (SLC)
This event will include food: YES
This event will occur outside (weather permitting): Yes, some
","Atrium, UWSA",ARCH,"Atrium, UWSA",,,,,
Architecture,Egg Drop,9/3/2019, 2:00 PM,9/3/2019, 5:00 PM,,"Along with first-year Architectural Engineering students, you will work together on a creative, design-based activity.

Event information:
Energy/Activity Level: MODERATE
Noise Level: MODERATE
Low Lighting: No
Closest Inclusive & Barrier Free Washroom: Student Life Centre (SLC)
This event will include food: YES
This event will occur outside (weather permitting): Yes, some
","Atrium, UWSA",ARCH,"Atrium, UWSA",,,,,
Architecture,Art Night,9/3/2019, 6:00 PM,9/3/2019, 9:30 PM,,"Art Night is an opportunity to show off your creative side! The night kicks off with dinner, and gives you a chance to mingle with your new classmates and leaders in a more informal setting. Choose your own activity for the night – mural painting, crafts, games, karaoke, photo booth, and so much more! There are plenty of opportunities to show off your talents, and learn about the talents of your peers.

Event information:
Energy/Activity Level: LOW
Noise Level: MODERATE
Low Lighting: Yes, some
Closest Inclusive & Barrier Free Washroom: Student Life Centre (SLC)
This event will include food: YES
This event will occur outside (weather permitting): No
","Atrium, UWSA",ARCH,"Atrium, UWSA",,,,,
Architecture,Singing & Stargazing,9/3/2019, 9:30 PM,9/3/2019,10:00 PM,,"To wrap up Art Night, you'll move outside to the Courtyard for a relaxing time of singing, snacking and stargazing. It's the perfect opportunity for musical students to bring their acoustic guitars and ukuleles and play music with friends!

Event information:
Energy/Activity Level: LOW
Noise Level: LOW
Low Lighting: Yes, all
Closest Inclusive & Barrier Free Washroom: Student Life Centre (SLC)
This event will include food: YES
This event will occur outside (weather permitting): Yes, all
","Courtyard, UWSA",ARCH,"Courtyard, UWSA",,,,,
Architecture,Open Mic,9/6/2019, 7:00 PM,9/6/2019, 9:00 PM,,"Now that classes have begun and you’ve made many new friends, Open Mic is the chance to show off your talents - be it music, poetry, dance, or telling jokes! As part of this event, in smaller groups, Orientation leaders will go through the Question Box, answering questions to the best of their abilities. The floor will also be open to any more questions you may have about studio culture, professors, projects, resources, school clubs, and anything else you may be curious about.

Event information:
Energy/Activity Level: LOW
Noise Level: MODERATE
Low Lighting: Yes, all
Closest Inclusive & Barrier Free Washroom: Student Life Centre (SLC)
This event will include food: NO
This event will occur outside (weather permitting): No
","BRIDGE Centre for Architecture + Design, 37 Main Street, Cambridge, ON",ARCH,"BRIDGE Centre for Architecture + Design, 37 Main Street, Cambridge, ON",,,,,
Architecture,Arch Family Dinner,9/7/2019, 6:00 PM,9/7/2019, 8:00 PM,,"Join your new friends and orientation leaders for a laid back Architecture 'Family' Dinner to cap off the week. This will be the last opportunity for first-year students to mingle in a structured orientation setting. 

Event information:
Energy/Activity Level: LOW
Noise Level: LOW
Low Lighting: No
Closest Inclusive & Barrier Free Washroom: Student Life Centre (SLC)
This event will include food: YES
This event will occur outside (weather permitting): No
","Atrium, UWSA",ARCH,"Atrium, UWSA",,,,,
Architecture,Earn Your Hard Hat,9/7/2019,10:00 AM,9/7/2019, 1:00 AM,,"As students in Waterloo’s Faculty of Engineering, it's time to Earn Your Hard Hat! In groups, students will take on a series of challenges in Downtown Galt to prove you have what it takes to be a Waterloo Engineer. With clues spread around the campus and across town, you'll visit the Architecture campus, local businesses, and navigate the downtown Galt area. Above all, this event will require teamwork and creative problem-solving with your peers and leaders. Students must work together to reach the end destination. Your efforts will be rewarded with the most-coveted hardhat, but also with a cold treat!

Event information:
Energy/Activity Level: MODERATE
Noise Level: MODERATE
Low Lighting: No
Closest Inclusive & Barrier Free Washroom: Student Life Centre (SLC)
This event will include food: YES
This event will occur outside (weather permitting): Yes, all
","Atrium, UWSA",ARCH,"Atrium, UWSA",,,,,
Renison,Water Balloon Fight,8/30/2019,8:00 PM,8/30/2019,9:00 PM,FALSE,"For students arriving early, come have a water balloon fight with us! We'll be meeting in the Renison Great Hall and then heading outside for an epic battle!

Event Information:
Energy/Activity Level: High
Noise Level: Medium 
Lighting: Low
Closest Inclusive & Barrier Free Washroom: Renison building
This event will include food: No 
This event will occur outside (weather permitting): Yes",Renison Exterior Grounds,RENISON,Cancellation,,,,,
Renison,Waterloo Park Visit,8/31/2019,6:00 PM,8/31/2019,8:00 PM,FALSE,"For students arriving early, check out Waterloo Park and meet our famous lamas! We'll be meeting in the Renison Great Hall and then heading out on our adventure.  

Event Information:
Energy/Activity Level: Medium
Noise Level: Low
Lighting: Medium
Closest Inclusive & Barrier Free Washroom: No washroom 
This event will include food: No
This event will occur outside (weather permitting): Yes",Waterloo Park,RENISON,Cancellation,,,,,
Renison,Family Meeting,9/1/2019,10:30 AM,9/1/2019,11:00 PM,FALSE,"Family members accompanying students moving into Renison in the morning are invited to attend an information session explaining the university experience, what to expect while living at Renison University College and the supports available to students.    

Event Information:
Energy/Activity Level: Low
Noise Level: Low
Lighting: Very Good
Closest Inclusive & Barrier Free Washroom: Renison University College 
This event will include food: No
This event will occur outside (weather permitting): No ","Atrium, Renison University College",RENISON,"Atrium, Renison University College",,,,,
Renison,Family Meeting,9/1/2019,2:00 PM,9/1/2019,2:30 PM,FALSE,"Family members accompanying students moving into Renison in the afternoon are invited to attend an information session explaining the university experience, what to expect while living at Renison University College and the supports available to students.    

Event Information:
Energy/Activity Level: Low
Noise Level: Low
Lighting: Very Good 
Closest Inclusive & Barrier Free Washroom: Renison University College 
This event will include food: No 
This event will occur outside (weather permitting): No ","Atrium, Renison University College",RENISON,"Atrium, Renison University College",,,,,
Renison,College Dinner,9/1/2019,5:00 PM,9/1/2019,7:00 PM,FALSE,"All students living at Renison are invited to the very first College Dinner of the year! Not only will you have the oppotunity to meet your Don and floormates, you'll also get a lot of information about living at Renison, orientation week and the supports available to you.  

Event Information:
Energy/Activity Level: Low
Noise Level: Medium
Lighting: Very good
Closest Inclusive & Barrier Free Washroom: Renison University College
This event will include food: Yes
This event will occur outside (weather permitting): No","Great Hall, Renison University College",RENISON,"Great Hall, Renison University College",,,,,
Renison,Block Party,9/2/2019,10:00 PM,9/2/2019,12:00 AM,FALSE,"Dance the night away with your new friends at an outdoor party with an amazing DJ! Snacks and beverages (non-alcoholic) will be provided. If dancing is not your thing, you'll have the opportunity to play basketball, dodgeball and board games instead. 

Event Information:
Energy/Activity Level: Medium to high
Noise Level: High
Lighting: Some low lighting 
Closest Inclusive & Barrier Free Washroom: Renison University College
This event will include food: Yes
This event will occur outside (weather permitting): Yes",St. Jerome's University parking lot,RENISON,St. Jerome's University parking lot,,,,,
Renison,Speed Friending & Board Games,9/4/2019,8:00 PM,9/4/2019,11:00 PM,FALSE,"Have you ever heard of Speed Friending?! Join us for a quick and painless way to meet all the students living at Renison. Every 5 minutes, students rotate around a table to meet a new person. If you don't know what to say, a list of questions will be provided to break the ice. This will be followed by boardgames. 

Event Information:
Energy/Activity Level: Low
Noise Level: Medium
Lighting: Very Good
Closest Inclusive & Barrier Free Washroom: Renison University College
This event will include food: No
This event will occur outside (weather permitting): No ","Great Hall, Renison University College",RENISON,"Great Hall, Renison University College",,,,,
Renison,Coffee House & Karaoke,9/5/2019,9:00 PM,9/5/2019,11:00 PM,FALSE,"Do you enjoy music? If so, this is the event for you! Feel free to sing, perform with a musical instrument or lip sync. It's all about having fun! 

Event Information:
Energy/Activity Level: Low
Noise Level: High
Lighting: Medium
Closest Inclusive & Barrier Free Washroom: Renison University College
This event will include food: No
This event will occur outside (weather permitting): No","Atrium, Renison University College",RENISON,"Atrium, Renison University College",,,,,
Renison,Campfire,9/7/2019,8:00 PM,9/7/2019,11:00 PM,FALSE,"Join us for a campfire on the Renison grounds! It's a great opportunity to get to know people better while roasting marshmallows and eating smores.  

Event Information:
Energy/Activity Level: Low
Noise Level: Medium
Lighting: Low lighting
Closest Inclusive & Barrier Free Washroom: Renison University College
This event will include food: Yes
This event will occur outside (weather permitting): Yes ",Renison Exterior Grounds,RENISON,Cancelled,,,,,
ON-CAMPUS,Parent Orientation,8/31/2019,13:30,8/31/2019,2:30 PM,FALSE,"Orientation programming for parents and family members. Learn useful tips and strategies for supporting your student’s transition into university life. No registration required. 

Event Information:
Energy/Activity Level:Low
Noise Level:Low
Lighting: Moderate
Closest Inclusive & Barrier Free Washroom:
This event will include food:No
This event will occur outside (weather permitting): No",Village 1 Great Hall,NO ARCH,,,,,,
ON-CAMPUS,Parent Orientation,8/31/2019,13:30,8/31/2019,2:30 PM,FALSE,"Orientation programming for parents and family members. Learn useful tips and strategies for supporting your student’s transition into university life. No registration required. 

Event Information:
Energy/Activity Level:Low
Noise Level:Low
Lighting: Moderate
Closest Inclusive & Barrier Free Washroom:J.R. Coutts Engineering Lecture Hall (RCH)
This event will include food:No
This event will occur outside (weather permitting): No",SCH Velocity,NO ARCH,,,,,,
ON-CAMPUS,Parent Orientation,9/1/2019,13:30,9/1/2019,2:30 PM,FALSE,"Orientation programming for parents and family members. Learn useful tips and strategies for supporting your student’s transition into university life. No registration required. 

Event Information:
Energy/Activity Level:Low
Noise Level:Low
Lighting: Moderate
Closest Inclusive & Barrier Free Washroom:
This event will include food:No
This event will occur outside (weather permitting): No",Village 1 Great Hall,NO ARCH,,,,,,
ON-CAMPUS,Parent Orientation,9/1/2019,13:30,9/1/2019,2:30 PM,FALSE,"Orientation programming for parents and family members. Learn useful tips and strategies for supporting your student’s transition into university life. No registration required. 

Event Information:
Energy/Activity Level:Low
Noise Level:Low
Lighting: Moderate
Closest Inclusive & Barrier Free Washroom:J.R. Coutts Engineering Lecture Hall (RCH)
This event will include food:No
This event will occur outside (weather permitting): No",SCH Velocity,NO ARCH,,,,,,
CONRAD,Move -in ,9/1/2019,2:00pm,9/1/2019,3:00pm,FALSE,"Grebel Students will have the chance to meet their new roomates and move into their new rooms for the term with the help of Upper Grebelites

Event Information:
Energy/Activity Level: Medium
Noise Level: Medium
Lighting: Very good
Closest Inclusive & Barrier Free Washroom: Conrad Grebel 
This event will include food: No
This event will occur outside (weather permitting): Starting outside",Front Doors of Grebel,Conrad Grebel ,,,,,,
CONRAD,Formal Welcome,9/1/2019,3:00pm,9/1/2019,5:00pm,FALSE,"First year Grebel students and their parenets will receive a formal welcome from Grebel and be introduced to some grebel staff. 

Event Information:
Energy/Activity Level: Low
Noise Level: Low
Lighting: Very good
Closest Inclusive & Barrier Free Washroom: Conrad Grebel 
This event will include food: No
This event will occur outside (weather permitting): No","Great Hall, Conrad Grebel",Conrad Grebel ,,,,,,
CONRAD,Dinner,9/1/2019,5:00pm,9/1/2019,6:00pm,FALSE,"Dinner will be served in the atrium.

Event Information:
Energy/Activity Level: Low
Noise Level: Medium
Lighting: Very good
Closest Inclusive & Barrier Free Washroom: Conrad Grebel 
This event will include food: No
This event will occur outside (weather permitting): No",Atrium,Conrad Grebel ,,,,,,
CONRAD,IceBreakers,9/1/2019,8:00pm,9/1/2019,10:00pm,FALSE,"First years will have a chance to play a variety of games and get to know some of the other residence at Grebel

Event Information:
Energy/Activity Level: Low-High
Noise Level: Medium
Lighting: Very good
Closest Inclusive & Barrier Free Washroom: Conrad Grebel 
This event will include food: No
This event will occur outside (weather permitting): Yes/No",Meet on Patio,Conrad Grebel ,,,,,,
CONRAD,Ice cream Sundays,9/1/2019,10:00pm,9/1/2019,11:00pm,FALSE,"Icecream and snacks for all Grebelites in the atrium

Event Information:
Energy/Activity Level: Low
Noise Level: Medium
Lighting: Very good
Closest Inclusive & Barrier Free Washroom: Conrad Grebel 
This event will include food: Yes
This event will occur outside (weather permitting): No",Atrium,Conrad Grebel ,,,,,,
CONRAD,BBQ Dinner,9/2/2019,5:00pm,9/2/2019,19:00,FALSE,"Corn on the cob BBQ. The good kind

Event Information:
Energy/Activity Level: Low
Noise Level: Medium
Lighting: Very good
Closest Inclusive & Barrier Free Washroom: Conrad Grebel 
This event will include food: Yes
This event will occur outside (weather permitting): TBD",Patio,Conrad Grebel ,Atrium,,,,,
CONRAD,Square Dance,9/2/2019,7:00pm,9/2/2019,8:00pm,FALSE,"Learn how to square dance with Grebel! Authentic dancing with a real caller.

Event Information:
Energy/Activity Level: High
Noise Level: Medium
Lighting: Very good
Closest Inclusive & Barrier Free Washroom: Conrad Grebel 
This event will include food: No
This event will occur outside (weather permitting): TBD",Patio,Conrad Grebel ,Great Hall,,,,,
